time (s),U,V,W
362.5,2.85,3.73,0.16
362.53125,3.15,3.58,0.44
362.5625,3.05,3.37,0.45
362.59375,3.03,3.52,0.48
362.625,2.75,2.83,0.4
362.65625,2.69,3.63,0.39
362.6875,2.67,3.28,0.32
362.71875,2.24,3.75,0.38
362.75,2.08,3.74,0.05
362.78125,2.02,3.81,0.09
362.8125,2.13,3.76,0.12
362.84375,1.52,3.84,0.35
362.875,1.42,4.08,0.08
362.90625,1.54,4.45,0.01
362.9375,1.56,3.99,0.22
362.96875,1.01,4.09,-0.02
363,1.4,4.42,-0.04
363.03125,1.11,4.18,-0.04
363.0625,0.7,4.45,0.25
363.09375,0.95,4.67,0.02
363.125,0.55,4.4,0.11
363.15625,0.86,4.13,0.02
363.1875,0.73,4.31,-0.12
363.21875,0.77,4.08,0.07
363.25,1.1,4.06,0.07
363.28125,0.7,3.73,0.27
363.3125,0.62,4.06,0.08
363.34375,0.83,4.18,-0.06
363.375,0.68,3.95,-0.24
363.40625,0.59,4.46,-0.01
363.4375,0.25,4.21,-0.09
363.46875,0.32,3.93,-0.1
363.5,0.3,3.71,-0.25
363.53125,0.52,3.73,0
363.5625,0.46,4.21,0.13
363.59375,0.27,3.78,0.07
363.625,0.44,3.78,0.04
363.65625,0.72,3.72,-0.03
363.6875,0,3.96,0.18
363.71875,0.46,3.66,0.17
363.75,0.52,3.75,0.09
363.78125,0.24,3.56,-0.04
363.8125,0.31,3.82,0.06
363.84375,0.21,3.81,-0.08
363.875,0.11,3.79,-0.08
363.90625,0.4,3.63,0.21
363.9375,0.46,3.57,-0.41
363.96875,0.56,3.49,0.1
364,0.25,3.79,-0.19
364.03125,0.59,3.47,0.11
364.0625,0.67,3.67,-0.28
364.09375,0.76,3.36,0.01
364.125,0.83,3.12,-0.29
364.15625,0.52,3.43,-0.23
364.1875,0.69,3.4,-0.12
364.21875,0.51,3.14,0.09
364.25,0.86,3.28,-0.04
364.28125,0.57,2.75,-0.29
364.3125,0.52,3.7,0.14
364.34375,0.82,3.37,0.45
364.375,0.01,3.44,0.32
364.40625,0.21,4.01,0.32
364.4375,0.53,3.53,0.09
364.46875,0.22,3.38,0.08
364.5,0.16,3.62,0.39
364.53125,0.37,3.71,0.4
364.5625,0.35,3.82,0.38
364.59375,0.44,3.92,0.19
364.625,0.17,3.8,0.09
364.65625,0.41,3.84,0.22
364.6875,0.24,3.68,0.03
364.71875,0.15,3.77,-0.11
364.75,0.46,3.5,-0.15
364.78125,0.18,3.33,-0.04
364.8125,0.27,3.44,0.28
364.84375,0.42,3.48,-0.04
364.875,0.12,3.45,0.07
364.90625,0.17,3.42,0.15
364.9375,0.09,3.1,-0.06
364.96875,0.43,3.4,0.14
365,0.19,3.31,0.08
365.03125,0.57,3.21,0.18
365.0625,0.44,3.52,0.11
365.09375,0.48,3.34,0.15
365.125,0.29,3.2,0.19
365.15625,0.51,3.05,0.04
365.1875,0.3,3.04,0.13
365.21875,0.62,3.2,0.12
365.25,0.54,3.18,0.13
365.28125,0.64,2.95,0.26
365.3125,0.43,3.16,0.19
365.34375,0.28,3.05,0.21
365.375,0.4,3.13,0.25
365.40625,0.44,3.33,0.12
365.4375,0.47,3.15,0.18
365.46875,0.1,3.25,0.35
365.5,0.42,3.17,0.3
365.53125,0.32,3.01,0.19
365.5625,0.2,3.24,0.28
365.59375,0.18,3.12,0.2
365.625,0.23,3.47,0.07
365.65625,0.29,3.2,0.05
365.6875,0.12,3.29,-0.04
365.71875,0.13,2.98,-0.02
365.75,0.36,2.98,-0.01
365.78125,0.37,3.3,-0.04
365.8125,0.4,3.21,-0.01
365.84375,0.57,2.99,-0.12
365.875,0.76,2.9,-0.2
365.90625,0.58,3.03,0.05
365.9375,0.79,2.75,-0.24
365.96875,0.82,2.96,-0.17
366,0.63,2.93,-0.12
366.03125,0.82,2.38,0.15
366.0625,0.71,2.59,0.08
366.09375,0.65,2.55,-0.12
366.125,0.74,2.34,-0.18
366.15625,0.82,2.29,0.01
366.1875,0.96,2.06,-0.05
366.21875,1.08,2.76,0.13
366.25,0.9,2.66,0.02
366.28125,1.07,2.25,0.08
366.3125,1.05,2.24,0.01
366.34375,0.64,2.35,0.23
366.375,1.24,2.17,-0.05
366.40625,0.97,2.15,-0.05
366.4375,0.89,1.79,0.01
366.46875,0.77,1.65,0.11
366.5,0.62,1.9,-0.17
366.53125,0.82,1.9,-0.27
366.5625,0.47,2.14,-0.17
366.59375,0.42,1.27,0.02
366.625,0.12,1.84,-0.27
366.65625,0.41,2.07,-0.19
366.6875,0.55,1.38,0.07
366.71875,0.45,1.88,-0.19
366.75,0.49,1.88,-0.12
366.78125,0.33,2.13,-0.33
366.8125,0.49,2.1,-0.34
366.84375,0.15,1.76,0.08
366.875,0.38,2.46,-0.34
366.90625,0.32,2.16,-0.25
366.9375,0.51,2.48,-0.24
366.96875,0.28,2.59,-0.25
367,0.43,2.06,0
367.03125,0.11,2.58,-0.55
367.0625,0.82,2.7,-0.23
367.09375,0.87,2.59,-0.01
367.125,0.53,2.86,-0.05
367.15625,0.56,3.24,-0.26
367.1875,0.67,2.85,-0.31
367.21875,0.57,3.11,-0.33
367.25,0.49,2.93,0.07
367.28125,0.8,3.06,-0.12
367.3125,0.72,2.93,-0.05
367.34375,0.89,3.15,-0.08
367.375,0.48,3.11,-0.03
367.40625,0.42,3.02,-0.28
367.4375,0.7,2.95,0.15
367.46875,0.91,2.92,0.2
367.5,0.79,3.06,-0.05
367.53125,0.63,2.78,0.11
367.5625,1.05,3.1,0.01
367.59375,0.9,2.69,-0.15
367.625,0.78,3.09,-0.02
367.65625,0.84,3.33,0
367.6875,0.76,3.14,-0.26
367.71875,0.74,3.18,-0.07
367.75,0.94,2.96,-0.09
367.78125,0.62,2.77,0.05
367.8125,0.89,2.89,0.1
367.84375,0.22,3,-0.22
367.875,0.68,2.54,-0.07
367.90625,0.56,3.09,0.03
367.9375,0.58,3.22,-0.01
367.96875,0.43,2.39,-0.17
368,0.61,2.88,-0.08
368.03125,0.54,2.67,0.18
368.0625,0.78,3.08,0.04
368.09375,0.86,3.33,-0.28
368.125,0.3,3.07,-0.16
368.15625,0.69,2.62,-0.06
368.1875,0.57,2.55,-0.09
368.21875,0.63,2.77,-0.02
368.25,1.16,3.24,0
368.28125,0.45,3.1,-0.06
368.3125,0.71,3.26,-0.15
368.34375,0.41,2.22,-0.01
368.375,0.71,2.75,-0.1
368.40625,0.65,2.83,0.02
368.4375,0.81,3.36,0.14
368.46875,0.69,2.96,-0.02
368.5,0.71,2.9,-0.3
368.53125,0.38,2.81,-0.14
368.5625,0.76,2.6,-0.16
368.59375,0.78,2.32,-0.06
368.625,0.66,2.8,0.14
368.65625,0.63,3.1,0.05
368.6875,0.26,2.86,-0.07
368.71875,0.92,2.68,-0.28
368.75,0.5,2.67,-0.15
368.78125,0.94,2.97,0.01
368.8125,0.64,3.02,0.03
368.84375,0.4,2.32,0.29
368.875,0.88,3.05,-0.11
368.90625,0.46,2.92,-0.1
368.9375,0.66,3.08,-0.02
368.96875,0.37,3.15,-0.23
369,0.94,2.53,-0.13
369.03125,0.28,2.69,0.04
369.0625,0.68,2.74,-0.17
369.09375,0.47,3.21,-0.14
369.125,0.71,2.89,-0.08
369.15625,1.08,2.77,0.13
369.1875,0.76,3.07,0.07
369.21875,0.79,3.03,0.01
369.25,1,2.91,0.01
369.28125,0.77,2.75,-0.04
369.3125,0.72,2.86,-0.21
369.34375,0.84,2.75,0.03
369.375,0.87,2.98,0
369.40625,1.05,2.35,0.27
369.4375,0.47,2.7,0.14
369.46875,0.78,2.71,0.15
369.5,0.83,2.81,0.13
369.53125,0.66,2.96,-0.15
369.5625,0.17,2.4,-0.05
369.59375,0.71,3,-0.2
369.625,0.77,2.49,0.22
369.65625,0.78,3.04,-0.13
369.6875,0.42,3.02,-0.28
369.71875,0.83,2.77,-0.15
369.75,0.36,2.46,0.12
369.78125,0.98,2.77,0.09
369.8125,0.6,2.74,-0.25
369.84375,0.57,2.91,-0.06
369.875,0.9,2.79,-0.55
369.90625,-0.09,2.73,-0.28
369.9375,0.06,3.1,-0.34
369.96875,0.3,2.95,-0.29
370,0.23,3.41,-0.07
370.03125,0.27,3.42,0.01
370.0625,0.17,2.87,-0.29
370.09375,0.2,3.27,-0.19
370.125,0.36,3.2,-0.36
370.15625,0.35,3.55,-0.23
370.1875,0.35,3.53,-0.53
370.21875,0.51,3.81,-0.25
370.25,0.14,3.32,-0.19
370.28125,0.43,3.48,0.07
370.3125,0.29,3.88,0.35
370.34375,0.67,2.83,0.29
370.375,0.56,3.38,0.25
370.40625,0.55,3.16,0.27
370.4375,0.11,3.52,0.35
370.46875,0.32,3.76,0.2
370.5,0.41,3.1,0.16
370.53125,-0.16,3.57,0.25
370.5625,0.19,4.02,-0.13
370.59375,0.07,3.93,-0.03
370.625,0.06,4.06,-0.29
370.65625,-0.06,3.52,-0.02
370.6875,0.15,3.62,-0.24
370.71875,0.52,3.77,-0.1
370.75,0.26,3.11,-0.19
370.78125,0.54,3.51,0.17
370.8125,0.55,3.48,-0.21
370.84375,0.58,3.39,0.09
370.875,0.79,3.28,0.53
370.90625,0.36,3.88,0.02
370.9375,0.36,3.83,0.21
370.96875,0.76,3.75,0.05
371,0.55,3.99,-0.13
371.03125,0.54,4.05,-0.06
371.0625,0.45,4.08,0.11
371.09375,0.31,3.87,0.1
371.125,0.64,3.93,-0.05
371.15625,0.98,3.79,0.12
371.1875,0.64,3.79,0.28
371.21875,0.69,3.83,0.29
371.25,0.97,3.77,0.02
371.28125,0.5,3.37,0.06
371.3125,0.87,3.54,0.14
371.34375,0.96,3.49,0.17
371.375,0.72,3.8,0.05
371.40625,1,3.61,0.1
371.4375,1.08,3.33,0.16
371.46875,1.29,3.5,0.33
371.5,1.02,3.46,0.32
371.53125,1.07,3.16,0.42
371.5625,1.25,3.29,0.52
371.59375,1.07,2.89,0.87
371.625,1.2,3.44,0.62
371.65625,1.63,3.51,0.43
371.6875,1.19,3.4,0.26
371.71875,1.24,3.71,0.38
371.75,1.61,3.52,0.47
371.78125,1.22,3.25,0.75
371.8125,1.26,3.52,0.57
371.84375,1.56,3.73,0.34
371.875,1.35,3.36,0.72
371.90625,1.76,3.41,0.76
371.9375,1.47,3.46,0.53
371.96875,1.47,3.32,0.51
372,1.64,3.42,0.74
372.03125,1.37,3.36,0.95
372.0625,1.62,3.2,0.97
372.09375,1.59,3.24,1.13
372.125,1.44,3.03,1.03
372.15625,1.14,3,0.98
372.1875,0.99,3.61,0.92
372.21875,1.43,3.21,0.94
372.25,1.01,3.32,1.06
372.28125,0.92,3.08,1.27
372.3125,0.82,3.81,1.19
372.34375,1.18,3.65,1.16
372.375,0.79,3.53,1.13
372.40625,1.01,3.41,0.92
372.4375,1.43,3.74,0.87
372.46875,0.64,3.55,1.01
372.5,0.86,3.47,1.09
372.53125,0.91,3.61,0.82
372.5625,1.06,3.49,0.9
372.59375,1.23,3.56,1.2
372.625,1.27,3.55,1.08
372.65625,1.24,3.42,1.2
372.6875,1.21,3.17,1.09
372.71875,1.59,2.99,1.17
372.75,1.11,2.95,1.15
372.78125,1.13,2.84,1.19
372.8125,1.55,2.7,1.23
372.84375,1.8,2.84,1.21
372.875,1.55,2.74,1.31
372.90625,1.73,2.68,1.16
372.9375,1.9,2.79,1.28
372.96875,2.03,2.7,1.38
373,1.99,2.54,1.38
373.03125,2.06,2.84,1.35
373.0625,2.07,2.71,1.14
373.09375,2.22,3.31,1.08
373.125,2.18,2.7,1.05
373.15625,2.34,2.71,1.37
373.1875,2.18,2.86,1.07
373.21875,2.31,3.08,1.04
373.25,2.5,2.48,0.92
373.28125,2.53,2.76,0.95
373.3125,2.7,2.93,1.09
373.34375,2.53,3.12,0.7
373.375,2.77,2.4,0.99
373.40625,2.88,2.6,0.82
373.4375,2.73,2.3,0.8
373.46875,2.79,2.56,0.74
373.5,3.32,2.31,0.8
373.53125,3.03,1.85,0.69
373.5625,2.99,1.99,0.86
373.59375,3,1.74,0.72
373.625,3.02,2.24,0.68
373.65625,3.06,2.17,0.67
373.6875,2.96,2.06,0.55
373.71875,3.44,1.92,0.61
373.75,2.99,2.15,0.84
373.78125,2.94,1.77,0.93
373.8125,2.79,2.27,1.08
373.84375,2.99,2.06,0.91
373.875,2.73,1.99,1.13
373.90625,2.89,1.8,0.77
373.9375,2.93,2.17,0.9
373.96875,2.88,2.11,0.77
374,3.08,1.89,0.86
374.03125,2.87,2.11,0.87
374.0625,2.71,1.64,0.93
374.09375,2.88,1.84,1.21
374.125,3.09,1.99,1.08
374.15625,2.8,2.29,0.7
374.1875,2.66,2.06,0.89
374.21875,3.48,2.12,0.94
374.25,2.94,1.85,0.82
374.28125,3.12,2.2,0.92
374.3125,3.22,1.97,0.88
374.34375,3.21,2.16,0.89
374.375,3.31,2.25,0.72
374.40625,2.84,2.27,0.83
374.4375,2.81,1.99,1.07
374.46875,2.89,1.89,0.8
374.5,2.74,1.62,1.06
374.53125,2.88,2.02,1.15
374.5625,3.17,2.12,1.05
374.59375,3.05,2.15,0.82
374.625,3.26,1.98,0.84
374.65625,2.95,2.13,0.85
374.6875,2.91,2.26,0.88
374.71875,3.09,1.8,1.17
374.75,3.3,2.06,0.72
374.78125,3.17,2.36,1.05
374.8125,3.05,2.28,0.73
374.84375,2.97,2.32,0.83
374.875,2.81,1.89,0.95
374.90625,2.56,2.55,0.77
374.9375,3.03,2.65,1.03
374.96875,2.82,1.9,1.07
375,2.96,2.5,0.89
375.03125,3.32,1.96,0.72
375.0625,2.89,1.91,0.82
375.09375,2.93,2.11,1
375.125,3.1,2.38,0.7
375.15625,2.73,2.69,0.6
375.1875,2.76,2.07,0.61
375.21875,3.07,2.34,0.91
375.25,2.64,2.33,0.61
375.28125,2.85,2.46,0.64
375.3125,2.6,2.21,0.84
375.34375,2.89,2.16,0.62
375.375,2.9,2.13,0.72
375.40625,3,2.32,0.63
375.4375,2.49,2.37,0.7
375.46875,2.68,2.66,0.67
375.5,2.77,2.23,0.8
375.53125,2.96,2.65,0.46
375.5625,2.52,2.27,0.89
375.59375,2.32,2.76,0.68
375.625,2.6,2.28,0.52
375.65625,2.63,2.42,0.53
375.6875,2.87,2.37,0.46
375.71875,2.58,2.34,0.67
375.75,2.82,2.78,0.61
375.78125,2.72,2.51,0.75
375.8125,2.59,2.48,0.66
375.84375,3,2.25,0.67
375.875,2.85,2.45,0.65
375.90625,2.67,2.28,0.69
375.9375,2.74,2.38,0.55
375.96875,2.99,2.17,0.7
376,2.55,2.33,0.77
376.03125,2.8,2.39,0.55
376.0625,3.09,2.02,0.77
376.09375,2.6,2.06,0.94
376.125,2.65,2.35,0.69
376.15625,2.5,2.57,0.63
376.1875,2.96,2.13,0.74
376.21875,2.88,2.38,0.73
376.25,2.74,2.26,0.73
376.28125,2.63,2.3,1.14
376.3125,2.6,2.22,0.64
376.34375,2.72,2.77,0.86
376.375,2.83,2.52,0.6
376.40625,2.68,2.35,0.71
376.4375,2.56,2.52,0.84
376.46875,2.73,2.43,0.64
376.5,2.62,2.4,0.88
376.53125,2.72,2.62,0.61
376.5625,2.37,2.42,0.71
376.59375,2.59,2.46,0.47
376.625,2.71,2.48,0.73
376.65625,2.44,1.9,0.84
376.6875,2.62,2.19,0.82
376.71875,2.58,2.56,0.97
376.75,2.67,2.7,0.61
376.78125,2.9,2.8,0.68
376.8125,2.7,2.5,0.69
376.84375,2.82,2.49,0.46
376.875,2.78,2.49,0.62
376.90625,2.65,2.6,0.42
376.9375,2.71,2.57,0.61
376.96875,2.52,2.8,0.51
377,2.64,2.51,0.59
377.03125,2.87,2.48,0.79
377.0625,2.71,2.79,0.6
377.09375,2.77,2.68,0.72
377.125,2.86,2.55,0.61
377.15625,2.88,2.47,0.69
377.1875,2.36,2.31,0.74
377.21875,2.6,2.3,0.7
377.25,2.51,2.68,0.67
377.28125,2.73,2.22,0.97
377.3125,2.69,2.19,0.68
377.34375,2.78,2.78,0.75
377.375,2.71,2.21,0.83
377.40625,2.57,2.41,0.79
377.4375,2.66,2.46,0.64
377.46875,2.61,2.43,0.87
377.5,2.69,2.75,0.52
377.53125,2.33,2.36,0.86
377.5625,2.66,2.59,0.78
377.59375,2.45,2.96,0.66
377.625,2.6,2.28,0.84
377.65625,2.23,2.5,0.82
377.6875,2.66,2.45,0.73
377.71875,2.39,2.4,0.75
377.75,2.57,2.75,0.72
377.78125,2.66,2.42,0.76
377.8125,2.36,2.45,0.81
377.84375,2.55,2.84,0.54
377.875,2.27,2.65,0.87
377.90625,2.38,2.44,0.69
377.9375,2.38,2.3,1
377.96875,2.4,2.49,0.86
378,2.63,2.6,0.82
378.03125,2.36,2.47,0.76
378.0625,2.46,2.63,0.76
378.09375,2.24,2.52,0.74
378.125,2.4,3.08,0.66
378.15625,2.37,2.48,0.57
378.1875,2.32,2.54,0.69
378.21875,2.31,2.79,0.87
378.25,2.19,2.11,1.07
378.28125,2.39,2.27,0.67
378.3125,2.09,2.46,0.73
378.34375,2.29,2.18,0.57
378.375,2.17,2.33,0.78
378.40625,2.33,2.71,0.73
378.4375,2.37,2.49,0.92
378.46875,2.29,2.6,0.57
378.5,2.33,2.87,0.46
378.53125,2.3,2.6,0.58
378.5625,2.48,2.27,0.6
378.59375,2.39,2.25,0.8
378.625,2.4,2.6,0.68
378.65625,2.26,2.28,0.56
378.6875,2.39,2.37,0.57
378.71875,2.46,2.53,0.62
378.75,2.46,1.87,0.67
378.78125,2.4,2.32,0.52
378.8125,2.4,2.16,0.7
378.84375,2.54,2,0.64
378.875,2.29,2.15,0.67
378.90625,2.48,2.03,0.55
378.9375,2.59,2.14,0.49
378.96875,2.64,2.2,0.76
379,2.59,2.38,0.84
379.03125,2.39,2.49,0.7
379.0625,2.6,2.72,0.76
379.09375,2.71,2.73,0.87
379.125,2.84,3.18,0.72
379.15625,2.74,3.06,0.59
379.1875,2.98,2.78,0.72
379.21875,3.13,3.15,0.71
379.25,2.93,2.81,1.08
379.28125,2.59,3.4,0.54
379.3125,2.87,3.18,0.47
379.34375,2.91,3.08,0.39
379.375,2.78,3.4,0.67
379.40625,2.55,3.57,0.89
379.4375,2.66,3.85,0.92
379.46875,2.84,2.97,0.36
379.5,2.52,3.46,0.62
379.53125,2.9,3.38,0.49
379.5625,2.66,3.08,0.54
379.59375,2.9,3.44,0.76
379.625,2.58,3.69,0.69
379.65625,3.04,3.9,0.49
379.6875,2.93,3.45,0.79
379.71875,2.98,3.23,0.79
379.75,2.73,4.13,0.61
379.78125,2,2.74,0.98
379.8125,2.39,3.14,0.84
379.84375,1.84,4.14,0.88
379.875,2.7,3.9,0.44
379.90625,2.63,3.51,0.96
379.9375,2.43,3.66,0.52
379.96875,3.04,3.56,0.71
380,2.55,3.94,0.67
380.03125,2.73,3.95,0.73
380.0625,2.61,3.93,0.69
380.09375,2.52,3.58,0.71
380.125,2.76,3.28,1.04
380.15625,2.63,3.41,0.78
380.1875,2.66,3.12,0.67
380.21875,2.38,3.19,0.99
380.25,2.69,3.24,0.93
380.28125,2.47,3.56,0.82
380.3125,2.99,3.52,0.7
380.34375,3,4.14,0.63
380.375,2.75,3.47,0.89
380.40625,2.76,3.64,0.88
380.4375,2.31,3.35,0.89
380.46875,2.66,3.65,0.84
380.5,2.61,3.7,0.81
380.53125,2.26,2.9,0.93
380.5625,2.37,3.6,0.88
380.59375,2.4,3.35,0.96
380.625,2.46,3.44,0.7
380.65625,2.45,2.88,1.07
380.6875,2.32,3.25,0.95
380.71875,2.03,3.41,0.61
380.75,2.84,3.67,0.83
380.78125,2.26,3.83,0.72
380.8125,2.74,3.05,1.06
380.84375,2.46,3.59,1
380.875,2.72,3.99,0.75
380.90625,2.56,3.51,1.06
380.9375,2.76,3.29,1.06
380.96875,2.51,3.49,1.16
381,2.78,4.03,0.69
381.03125,2.45,3.72,0.84
381.0625,2.92,3.66,0.63
381.09375,2.55,3.22,1.11
381.125,2.67,3.77,0.67
381.15625,2.54,3.52,1.26
381.1875,2.73,3.49,0.88
381.21875,2.59,3.58,1.01
381.25,2.28,3.37,1.07
381.28125,2.44,4.05,0.9
381.3125,2.06,3.76,1.03
381.34375,2.36,3.39,1.41
381.375,1.99,3.57,1.21
381.40625,2.62,3.49,0.85
381.4375,2.62,3.79,0.7
381.46875,2.97,3.93,0.94
381.5,2.01,3.7,1.04
381.53125,2.41,3.51,0.9
381.5625,2.41,3.73,0.7
381.59375,2.31,3.49,1.04
381.625,2.55,3.75,0.77
381.65625,2.6,3.48,0.83
381.6875,2.37,3.19,0.73
381.71875,2.37,3.56,0.95
381.75,2.4,4,0.58
381.78125,2.63,3.29,1.15
381.8125,2.47,3.64,0.59
381.84375,2.68,3.46,0.62
381.875,2.43,3.66,0.72
381.90625,2.05,3.55,1.09
381.9375,2.82,3.56,1.02
381.96875,2.63,3.27,0.78
382,2.83,3.37,0.88
382.03125,2.4,3.32,0.81
382.0625,2.73,3.35,0.77
382.09375,1.93,3.65,0.82
382.125,2.5,2.78,0.9
382.15625,2.97,3.46,0.85
382.1875,2.36,4.07,1.04
382.21875,2.05,3.51,0.56
382.25,2.64,3.17,0.51
382.28125,2.34,4.02,0.63
382.3125,2.75,3.26,0.65
382.34375,2.29,3.88,0.85
382.375,2.76,3.5,0.97
382.40625,2.57,3.58,0.93
382.4375,2.53,3.56,0.69
382.46875,2.6,4.05,0.66
382.5,2.3,3.63,0.9
382.53125,2.01,3.86,0.7
382.5625,2.49,3.41,0.83
382.59375,2.4,3.75,0.61
382.625,2.28,3.84,0.64
382.65625,2.77,3.46,0.89
382.6875,2.52,3.5,0.76
382.71875,2.44,3.77,0.71
382.75,2.49,3.78,0.46
382.78125,2.48,3.69,0.33
382.8125,2.4,3.63,0.5
382.84375,2.36,3.59,0.58
382.875,2.55,3.25,0.68
382.90625,2.68,3.63,0.71
382.9375,2.49,3.72,0.59
382.96875,2.75,3.54,0.25
383,2.57,4.38,0.41
383.03125,2.05,3.47,0.49
383.0625,2.36,3.62,0.48
383.09375,2.13,3.39,0.62
383.125,2.19,3.57,0.73
383.15625,2.39,3.53,0.68
383.1875,2.47,3.32,0.65
383.21875,2.68,3.17,0.37
383.25,2.56,3.5,0.2
383.28125,2.32,3.24,0.35
383.3125,2.8,3.54,0.17
383.34375,2.53,2.81,0.23
383.375,2.47,3.3,-0.01
383.40625,2.39,3.07,0.21
383.4375,2.43,3.43,0.12
383.46875,2.88,3.24,-0.03
383.5,2.67,3.69,0.02
383.53125,2.89,3.34,0.12
383.5625,2.65,3.4,-0.18
383.59375,3.13,3.13,0.1
383.625,3.13,3.47,-0.22
383.65625,2.91,3.69,0.03
383.6875,2.49,3.32,0.03
383.71875,2.86,3.52,-0.06
383.75,2.19,3.59,-0.09
383.78125,2.76,2.9,-0.24
383.8125,2.62,3.37,-0.1
383.84375,2.91,3.08,-0.24
383.875,2.98,3.58,-0.23
383.90625,2.18,2.85,0.34
383.9375,2.55,3.02,0.17
383.96875,2.32,3.54,0.13
384,2.52,3.37,0.12
384.03125,2.59,3.59,-0.24
384.0625,2.4,3.09,0.51
384.09375,2.44,3.19,0.1
384.125,2.5,3.19,0.28
384.15625,2.34,3.55,0.2
384.1875,2.72,2.95,-0.05
384.21875,2,3.13,-0.2
384.25,2.14,3.23,0.21
384.28125,2.18,3.59,0.07
384.3125,2.46,3.09,-0.08
384.34375,2.03,3.1,0.08
384.375,2.4,3.15,0.02
384.40625,1.67,2.76,0.16
384.4375,2.11,2.32,0.16
384.46875,2.13,3.17,0.08
384.5,2.11,3.37,0.32
384.53125,2.19,3.26,0.23
384.5625,2.23,3.26,0.08
384.59375,2.24,2.56,0.17
384.625,2.3,2.72,-0.12
384.65625,2.32,2.67,-0.04
384.6875,1.98,2.73,0.16
384.71875,1.71,2.8,0.31
384.75,2.36,3.31,-0.05
384.78125,1.78,3.03,0.47
384.8125,2.19,2.89,0.11
384.84375,2.06,3,0.29
384.875,2.19,2.99,0.06
384.90625,2.16,2.85,0.32
384.9375,2.07,3.3,-0.08
384.96875,2.34,3.01,0.17
385,2.13,3.34,-0.01
385.03125,2.31,2.9,0.06
385.0625,2.15,2.68,0.28
385.09375,1.83,3.14,0.13
385.125,2.04,2.59,0.17
385.15625,1.72,3.35,0.02
385.1875,2.15,2.79,-0.02
385.21875,1.39,2.87,0.5
385.25,1.97,2.38,0.16
385.28125,1.85,2.83,0.34
385.3125,1.77,2.54,0.12
385.34375,1.9,2.1,0.17
385.375,2.15,2.63,0.24
385.40625,1.92,2.44,0.22
385.4375,1.57,2.67,0.35
385.46875,1.89,2.49,0.19
385.5,1.56,2.36,0.43
385.53125,2.22,2.25,0.37
385.5625,2.06,2.61,0.31
385.59375,2.06,2.48,0.44
385.625,1.9,2.67,0.28
385.65625,1.96,2.53,0.32
385.6875,1.81,2.4,0.52
385.71875,1.71,2.37,0.57
385.75,2.24,2.53,0.6
385.78125,2.15,2.35,0.48
385.8125,1.89,2.47,0.34
385.84375,1.88,2.72,0.6
385.875,1.99,2.45,0.55
385.90625,1.99,2.79,0.34
385.9375,1.86,3.21,0.32
385.96875,1.57,2.63,0.59
386,1.9,3.07,0.42
386.03125,1.94,3.16,0.18
386.0625,1.91,2.75,0.24
386.09375,2.18,2.76,0.44
386.125,1.71,2.76,0.15
386.15625,1.96,3,-0.16
386.1875,2.15,2.61,-0.17
386.21875,2.05,3.13,-0.07
386.25,2.18,2.82,-0.19
386.28125,2.1,2.73,0.42
386.3125,1.68,2.48,0.07
386.34375,2.24,2.78,-0.14
386.375,2.22,2.24,0.58
386.40625,2.25,2.23,0.19
386.4375,2.9,2.36,0.15
386.46875,2.31,2.48,0.12
386.5,2.19,2.51,0.12
386.53125,2.25,2.6,-0.27
386.5625,2.12,2.87,0.14
386.59375,1.74,3.23,0.17
386.625,1.58,2.89,0.17
386.65625,2.16,2.43,0.25
386.6875,2.01,3.17,0.1
386.71875,1.36,3.26,0.26
386.75,2.08,2.69,0.16
386.78125,2.09,3.09,0.1
386.8125,1.91,2.82,0.37
386.84375,1.84,2.96,0.3
386.875,2.05,2.79,0.4
386.90625,2.2,2.53,0.03
386.9375,2.09,2.48,0.25
386.96875,2.24,2.73,0.05
387,2.28,2.55,0.34
387.03125,2.32,2.3,0.28
387.0625,2.51,2.18,0.27
387.09375,2.75,2.54,-0.1
387.125,2.51,2.5,0.11
387.15625,2.77,2.58,-0.04
387.1875,2.37,2.47,0.16
387.21875,2.94,2.55,-0.1
387.25,2.79,2.22,-0.07
387.28125,2.63,2.18,0.03
387.3125,2.6,2.57,0.13
387.34375,2.97,2.17,-0.1
387.375,2.73,2.35,0.16
387.40625,2.64,2.29,-0.1
387.4375,2.82,2.48,-0.15
387.46875,3.31,2.53,-0.16
387.5,2.89,2.34,-0.12
387.53125,3.15,2.51,0.1
387.5625,2.92,2.1,0.17
387.59375,2.74,2.34,-0.19
387.625,2.73,2.39,-0.09
387.65625,2.73,2.34,0.08
387.6875,2.6,2.55,0.23
387.71875,2.83,2.59,-0.06
387.75,2.52,2.47,0.03
387.78125,2.91,2.41,0.09
387.8125,3.13,2.49,-0.07
387.84375,3.08,2.38,0.01
387.875,2.99,2.15,0.05
387.90625,2.99,2.49,0.17
387.9375,2.86,2.51,0.18
387.96875,2.88,2.36,0.24
388,2.73,2.37,0.35
388.03125,2.98,2.49,0.25
388.0625,2.75,2.65,0.23
388.09375,2.83,2.42,0.05
388.125,2.87,2.47,0.14
388.15625,3.05,2.23,0.22
388.1875,3.21,2.42,0.13
388.21875,3.07,2.46,0.22
388.25,2.65,2.57,0.24
388.28125,3.01,2.98,-0.12
388.3125,3.09,2.76,0.1
388.34375,2.7,2.67,0.26
388.375,2.77,2.54,0.16
388.40625,2.84,2.52,0.24
